orig_order,sequence_id,lon,lat,height_m,morphology,vent_field,chimney_name,dist_from_axis_m,utm9n_easting,utm9n_northing,seafloor_depth_m,col_wgs84,row_wgs84,col_utm1m,row_utm1m
91,361,-129.088470036,47.967689357,3,chimney,High Rise,,21.6125,493396.414,5312712.828,-2175.678,77,192,77,287
90,362,-129.088355721,47.967757949,5,chimney,High Rise,Blue Moon,28.55,493404.955,5312720.442,-2175.847,85,187,85,279
89,363,-129.088420572,47.967790686,10,chimney,High Rise,,23.1087,493400.119,5312724.086,-2175.407,80,185,81,275
88,364,-129.087480989,47.96787322,13,chimney,High Rise,Baltic,90.2417,493470.261,5312733.179,-2151.363,150,179,151,266
87,365,-129.088280564,47.968039417,7,chimney,High Rise,,28.1439,493410.601,5312751.719,-2169.31,91,166,91,248
86,366,-129.088304189,47.968121826,5,chimney,High Rise,,24.6807,493408.848,5312760.88,-2172.25,89,160,89,239
85,367,-129.087932628,47.968166513,8,chimney,High Rise,,50.9735,493436.587,5312765.815,-2167.753,117,157,117,234
84,368,-129.087526257,47.968233948,20,chimney,High Rise,Park Place,79.0987,493466.928,5312773.276,-2146.575,147,152,147,226
83,369,-129.088252585,47.968257907,6,chimney,High Rise,,25.5066,493412.717,5312776.001,-2170.814,93,150,93,223
82,370,-129.087739981,47.968284144,10,chimney,High Rise,,62.3369,493450.982,5312778.873,-2161.902,131,148,131,221
81,371,-129.08733462,47.968371552,27,chimney,High Rise,Boardwalk,89.9289,493481.249,5312788.554,-2150.134,161,141,162,211
80,372,-129.087563166,47.968446867,14,chimney,High Rise,,71.5072,493464.2,5312796.944,-2148.751,144,136,145,203
79,373,-129.087628435,47.96858983,9,chimney,High Rise,,63.4534,493459.346,5312812.839,-2160.405,139,125,140,187
78,374,-129.087692493,47.968635232,10,chimney,High Rise,,57.7315,493454.571,5312817.891,-2165.86,135,122,135,182
77,375,-129.087569636,47.968638154,7,chimney,High Rise,,66.636,493463.741,5312818.205,-2160.648,144,122,144,181
76,376,-129.087026002,47.968645734,19,chimney,High Rise,Godzilla,106.161,493504.319,5312819.002,-2150.385,184,121,185,180
75,377,-129.087356631,47.968688953,9,chimney,High Rise,,81.0228,493479.646,5312823.833,-2155.304,160,118,160,176
74,378,-129.087073002,47.968710734,22,chimney,High Rise,,101.2341,493500.819,5312826.23,-2139.934,181,116,181,173
73,379,-129.087533734,47.968731394,13,chimney,High Rise,Three Sisters,67.1137,493466.433,5312828.565,-2160.159,146,115,147,171
71,380,-129.087984396,47.968754262,5,chimney,High Rise,,33.678,493432.798,5312831.145,-2171.523,113,113,113,168
72,381,-129.087809007,47.968757114,5,chimney,High Rise,,46.4203,493445.889,5312831.447,-2169.989,126,113,126,168
70,382,-129.087679115,47.968967733,8,chimney,High Rise,,50.861,493455.611,5312854.846,-2170.864,136,97,136,145
69,383,-129.086961353,47.969054173,11,chimney,High Rise,,100.2711,493509.196,5312864.392,-2154.24,189,90,190,135
68,384,-129.088272664,47.969203936,5,chimney,High Rise,,1.3641,493411.339,5312881.149,-2169.761,91,79,92,118
374,385,-129.088304888,47.969229514,5,chimney,,,1.6812,493408.937,5312883.995,-2170.268,89,77,89,116
67,386,-129.087181679,47.969336915,5,mound,High Rise,,76.4217,493492.786,5312895.836,-2169.688,173,69,173,104
66,387,-129.088067378,47.969903549,8,chimney,High Rise,,3.4498,493426.75,5312958.89,-2160.594,107,27,107,41
65,388,-129.088044378,47.969941549,8,chimney,HIgh Rise,,2.8555,493428.471,5312963.112,-2163.645,108,24,109,36
64,389,-129.087867886,47.970058436,5,chimney,High Rise,,6.6092,493441.659,5312976.088,-2162.645,121,15,122,23
63,390,-129.087802713,47.970136764,6,chimney,High Rise,,9.1171,493446.534,5312984.788,-2163.979,126,10,127,15
62,391,-129.087840554,47.970189451,4,chimney,High Rise,,4.9052,493443.716,5312990.647,-2161.127,124,6,124,9
